net_pnl,max_monthly_cap,avg_monthly_cap_req,final_price,min_price,max_price
22047.206991560925,5452.354275394027,306.9413213071795,53213.9218484168,23720.47135654795,275730.5248500902
-11242.225794163678,4252.389377331798,184.56254102068812,185548.78968950998,55106.69128288069,611736.5965908273
-17501.07648526743,2840.4477888407273,287.80359024983875,229589.93924533558,40932.91916033544,496602.4950683656
-58508.05944229695,4614.224013810621,963.3190885573671,138009.89331228993,32129.17901376919,205390.61307064595
-8084.541445354447,4762.78406791095,601.616508192026,55703.453991937924,47195.42728898216,342151.0450244356
-4673.465364412311,1490.8758460095669,78.37055973778074,153359.6042922304,72689.53147375377,311655.16415182815
26779.060155476946,2283.5253167661394,192.15036804823814,37562.96282981086,14158.67244071729,200685.98043198566
-850.2149825666233,364.5212808045135,13.937950533879075,1675711.7952378807,86774.07629691839,1723782.513180865
-8013.91307166012,1561.8462117705658,131.3761570072454,540565.7810840227,89970.24439063898,631951.6978049908
27920.719906762435,4275.500630216506,498.4059519169116,29699.813575788827,21485.54179682604,167585.0601865732
-2166.8491636239532,1015.480750354337,35.52211743645825,4974330.619614898,94189.29534676393,5191899.460724041
-39961.82613561524,5338.884675046611,655.6590526379543,190808.16230044817,40630.48705311934,490496.3761316666
-26006.8201400862,5088.8703066897215,426.3413137772451,527099.6097367764,39591.51569066679,870398.9763817476
32242.634241685348,5725.390546712319,439.88355914821733,30022.56090501859,19424.573116350006,106633.59851780445
-16615.713130838394,2185.4617413316664,304.3059693527464,98965.41321563898,38963.34378154098,378267.0882440168
61941.54814356338,4883.379892967372,258.2470633331378,1798.665921500298,1750.7032418949816,186455.83372973825
54721.49686921094,4521.163961850205,292.91254888508126,6717.831987903085,5112.389904512244,173479.33525207156
-61139.08453472097,5681.452127681303,1002.5911646426682,159588.1342212164,53160.44606317541,347544.0966671594
-31065.272848930254,4191.5924876985155,512.1950144297178,102056.66899333213,51590.0293457947,507515.1067805634
-1441.2830172792494,364.5212808045135,23.627590447200813,4410858.620132625,92903.02468249897,5139115.142894195
-7846.628745369538,3343.201548564717,128.63413807277814,291273.93051946943,81245.75919418015,553110.6502963516
-37172.738780407,4852.927862972894,609.389218825761,456728.5592462115,49049.55217425834,546997.5263686174
