date,expiry,instrument,strike,option_type,ttm_days,iv,price
2024-04-09,2024-04-26,BTC-26APR24-79000-C,79000.000000,call,17.333333,74.060000,0.020500
2024-04-09,2024-04-26,BTC-26APR24-80000-C,80000.000000,call,17.333333,76.750000,0.019500
2024-04-09,2024-04-26,BTC-26APR24-82000-C,82000.000000,call,17.333333,76.540000,0.014500
2024-04-09,2024-04-26,BTC-26APR24-84000-C,84000.000000,call,17.333333,77.180000,0.011500
2024-04-09,2024-04-26,BTC-26APR24-85000-C,85000.000000,call,17.333333,77.110000,0.009500
2024-04-09,2024-04-26,BTC-26APR24-86000-C,86000.000000,call,17.333333,77.910000,0.012000
2024-04-09,2024-04-26,BTC-26APR24-88000-C,88000.000000,call,17.333333,79.950000,0.009000
2024-04-09,2024-04-26,BTC-26APR24-90000-C,90000.000000,call,17.333333,81.050000,0.006000
2024-04-09,2024-04-26,BTC-26APR24-94000-C,94000.000000,call,17.333333,81.410000,0.004700
2024-04-09,2024-04-26,BTC-26APR24-95000-C,95000.000000,call,17.333333,83.460000,0.005000
2024-04-09,2024-04-26,BTC-26APR24-100000-C,100000.000000,call,17.333333,87.470000,0.002200
2024-04-09,2024-04-26,BTC-26APR24-105000-C,105000.000000,call,17.333333,90.660000,0.001800
2024-04-09,2024-04-26,BTC-26APR24-120000-C,120000.000000,call,17.333333,97.410000,0.000600
2024-04-09,2024-04-26,BTC-26APR24-140000-C,140000.000000,call,17.333333,106.580000,0.000100
2024-04-08,2024-04-26,BTC-26APR24-25000-P,25000.000000,put,18.333333,165.380000,0.000100
2024-04-08,2024-04-26,BTC-26APR24-30000-P,30000.000000,put,18.333333,131.150000,0.000100
2024-04-08,2024-04-26,BTC-26APR24-32000-P,32000.000000,put,18.333333,128.990000,0.000100
2024-04-08,2024-04-26,BTC-26APR24-34000-P,34000.000000,put,18.333333,119.740000,0.000200
2024-04-08,2024-04-26,BTC-26APR24-35000-P,35000.000000,put,18.333333,115.250000,0.000200
2024-04-08,2024-04-26,BTC-26APR24-36000-P,36000.000000,put,18.333333,116.030000,0.000300
2024-04-08,2024-04-26,BTC-26APR24-37000-P,37000.000000,put,18.333333,115.650000,0.000400
2024-04-08,2024-04-26,BTC-26APR24-38000-P,38000.000000,put,18.333333,110.650000,0.000400
2024-04-08,2024-04-26,BTC-26APR24-39000-P,39000.000000,put,18.333333,107.280000,0.000400
2024-04-08,2024-04-26,BTC-26APR24-40000-P,40000.000000,put,18.333333,106.400000,0.000500
2024-04-08,2024-04-26,BTC-26APR24-41000-P,41000.000000,put,18.333333,103.410000,0.000400
2024-04-08,2024-04-26,BTC-26APR24-42000-P,42000.000000,put,18.333333,107.770000,0.000600
2024-04-08,2024-04-26,BTC-26APR24-43000-P,43000.000000,put,18.333333,105.780000,0.000700
2024-04-08,2024-04-26,BTC-26APR24-44000-P,44000.000000,put,18.333333,99.280000,0.000600
2024-04-08,2024-04-26,BTC-26APR24-45000-P,45000.000000,put,18.333333,98.960000,0.000800
2024-04-08,2024-04-26,BTC-26APR24-46000-C,46000.000000,call,18.333333,110.500000,0.374000
2024-04-08,2024-04-26,BTC-26APR24-46000-P,46000.000000,put,18.333333,93.930000,0.001200
2024-04-08,2024-04-26,BTC-26APR24-47000-C,47000.000000,call,18.333333,104.860000,0.360000
2024-04-08,2024-04-26,BTC-26APR24-47000-P,47000.000000,put,18.333333,93.430000,0.001400
2024-04-08,2024-04-26,BTC-26APR24-48000-P,48000.000000,put,18.333333,88.900000,0.001800
2024-04-08,2024-04-26,BTC-26APR24-49000-P,49000.000000,put,18.333333,89.820000,0.001500
2024-04-08,2024-04-26,BTC-26APR24-50000-P,50000.000000,put,18.333333,88.450000,0.001800
2024-04-08,2024-04-26,BTC-26APR24-51000-P,51000.000000,put,18.333333,86.880000,0.002500
2024-04-08,2024-04-26,BTC-26APR24-52000-C,52000.000000,call,18.333333,88.690000,0.288000
2024-04-08,2024-04-26,BTC-26APR24-52000-P,52000.000000,put,18.333333,89.690000,0.002900
2024-04-08,2024-04-26,BTC-26APR24-53000-P,53000.000000,put,18.333333,82.440000,0.003000
2024-04-08,2024-04-26,BTC-26APR24-54000-C,54000.000000,call,18.333333,84.760000,0.260000
2024-04-08,2024-04-26,BTC-26APR24-54000-P,54000.000000,put,18.333333,82.910000,0.004200
2024-04-08,2024-04-26,BTC-26APR24-55000-C,55000.000000,call,18.333333,80.170000,0.251000
2024-04-08,2024-04-26,BTC-26APR24-55000-P,55000.000000,put,18.333333,84.200000,0.004400
2024-04-08,2024-04-26,BTC-26APR24-56000-C,56000.000000,call,18.333333,79.980000,0.220000
2024-04-08,2024-04-26,BTC-26APR24-56000-P,56000.000000,put,18.333333,86.320000,0.006000
2024-04-08,2024-04-26,BTC-26APR24-57000-P,57000.000000,put,18.333333,85.310000,0.007000
2024-04-08,2024-04-26,BTC-26APR24-58000-C,58000.000000,call,18.333333,83.440000,0.214500
2024-04-08,2024-04-26,BTC-26APR24-58000-P,58000.000000,put,18.333333,83.340000,0.008000
2024-04-08,2024-04-26,BTC-26APR24-59000-C,59000.000000,call,18.333333,80.070000,0.198000
2024-04-08,2024-04-26,BTC-26APR24-59000-P,59000.000000,put,18.333333,83.380000,0.009500
2024-04-08,2024-04-26,BTC-26APR24-60000-C,60000.000000,call,18.333333,84.720000,0.196000
2024-04-08,2024-04-26,BTC-26APR24-60000-P,60000.000000,put,18.333333,79.720000,0.011500
2024-04-08,2024-04-26,BTC-26APR24-61000-C,61000.000000,call,18.333333,75.770000,0.162000
2024-04-08,2024-04-26,BTC-26APR24-61000-P,61000.000000,put,18.333333,77.970000,0.012500
2024-04-08,2024-04-26,BTC-26APR24-62000-P,62000.000000,put,18.333333,78.350000,0.015500
2024-04-08,2024-04-26,BTC-26APR24-63000-P,63000.000000,put,18.333333,74.350000,0.023500
2024-04-08,2024-04-26,BTC-26APR24-64000-C,64000.000000,call,18.333333,74.600000,0.116500
2024-04-08,2024-04-26,BTC-26APR24-64000-P,64000.000000,put,18.333333,79.460000,0.020500
2024-04-08,2024-04-26,BTC-26APR24-65000-C,65000.000000,call,18.333333,76.460000,0.130000
2024-04-08,2024-04-26,BTC-26APR24-65000-P,65000.000000,put,18.333333,76.190000,0.023500
2024-04-08,2024-04-26,BTC-26APR24-66000-C,66000.000000,call,18.333333,73.780000,0.114000
2024-04-08,2024-04-26,BTC-26APR24-66000-P,66000.000000,put,18.333333,75.350000,0.027500
2024-04-08,2024-04-26,BTC-26APR24-67000-C,67000.000000,call,18.333333,75.360000,0.105000
2024-04-08,2024-04-26,BTC-26APR24-67000-P,67000.000000,put,18.333333,76.510000,0.033000
2024-04-08,2024-04-26,BTC-26APR24-68000-C,68000.000000,call,18.333333,79.010000,0.109000
2024-04-08,2024-04-26,BTC-26APR24-68000-P,68000.000000,put,18.333333,78.890000,0.038000
2024-04-08,2024-04-26,BTC-26APR24-69000-C,69000.000000,call,18.333333,78.520000,0.099500
2024-04-08,2024-04-26,BTC-26APR24-69000-P,69000.000000,put,18.333333,77.210000,0.043500
2024-04-08,2024-04-26,BTC-26APR24-70000-C,70000.000000,call,18.333333,77.340000,0.085500
2024-04-08,2024-04-26,BTC-26APR24-70000-P,70000.000000,put,18.333333,74.100000,0.047500
2024-04-08,2024-04-26,BTC-26APR24-71000-C,71000.000000,call,18.333333,79.730000,0.087000
2024-04-08,2024-04-26,BTC-26APR24-71000-P,71000.000000,put,18.333333,78.890000,0.056500
2024-04-08,2024-04-26,BTC-26APR24-72000-C,72000.000000,call,18.333333,78.490000,0.075000
2024-04-08,2024-04-26,BTC-26APR24-72000-P,72000.000000,put,18.333333,76.360000,0.061500
2024-04-08,2024-04-26,BTC-26APR24-73000-C,73000.000000,call,18.333333,77.080000,0.066000
2024-04-08,2024-04-26,BTC-26APR24-73000-P,73000.000000,put,18.333333,79.560000,0.068000
2024-04-08,2024-04-26,BTC-26APR24-74000-C,74000.000000,call,18.333333,74.840000,0.055500
2024-04-08,2024-04-26,BTC-26APR24-74000-P,74000.000000,put,18.333333,74.670000,0.080000
2024-04-08,2024-04-26,BTC-26APR24-75000-C,75000.000000,call,18.333333,76.680000,0.052500
2024-04-08,2024-04-26,BTC-26APR24-75000-P,75000.000000,put,18.333333,74.740000,0.088500
2024-04-08,2024-04-26,BTC-26APR24-76000-C,76000.000000,call,18.333333,81.100000,0.056900
2024-04-08,2024-04-26,BTC-26APR24-76000-P,76000.000000,put,18.333333,82.090000,0.091500
2024-04-08,2024-04-26,BTC-26APR24-77000-C,77000.000000,call,18.333333,82.050000,0.052500
2024-04-08,2024-04-26,BTC-26APR24-78000-C,78000.000000,call,18.333333,81.640000,0.045500
2024-04-08,2024-04-26,BTC-26APR24-79000-C,79000.000000,call,18.333333,79.320000,0.037000
2024-04-08,2024-04-26,BTC-26APR24-80000-C,80000.000000,call,18.333333,79.350000,0.032500
2024-04-08,2024-04-26,BTC-26APR24-80000-P,80000.000000,put,18.333333,76.670000,0.133500
2024-04-08,2024-04-26,BTC-26APR24-82000-C,82000.000000,call,18.333333,82.430000,0.031500
2024-04-08,2024-04-26,BTC-26APR24-84000-C,84000.000000,call,18.333333,81.670000,0.025000
2024-04-08,2024-04-26,BTC-26APR24-85000-C,85000.000000,call,18.333333,80.900000,0.019000
2024-04-08,2024-04-26,BTC-26APR24-86000-C,86000.000000,call,18.333333,80.430000,0.012500
2024-04-08,2024-04-26,BTC-26APR24-88000-C,88000.000000,call,18.333333,83.130000,0.015500
2024-04-08,2024-04-26,BTC-26APR24-90000-C,90000.000000,call,18.333333,82.660000,0.012000
2024-04-08,2024-04-26,BTC-26APR24-94000-C,94000.000000,call,18.333333,87.760000,0.010000
2024-04-08,2024-04-26,BTC-26APR24-95000-C,95000.000000,call,18.333333,88.960000,0.009500
2024-04-08,2024-04-26,BTC-26APR24-100000-C,100000.000000,call,18.333333,88.680000,0.004800
2024-04-08,2024-04-26,BTC-26APR24-105000-C,105000.000000,call,18.333333,92.440000,0.003800
2024-04-08,2024-04-26,BTC-26APR24-120000-C,120000.000000,call,18.333333,104.570000,0.001100
2024-04-08,2024-04-26,BTC-26APR24-140000-C,140000.000000,call,18.333333,106.880000,0.000300
2024-04-07,2024-04-26,BTC-26APR24-25000-P,25000.000000,put,19.333333,152.280000,0.000100
2024-04-07,2024-04-26,BTC-26APR24-30000-P,30000.000000,put,19.333333,126.950000,0.000100
2024-04-07,2024-04-26,BTC-26APR24-34000-P,34000.000000,put,19.333333,123.950000,0.000300
2024-04-07,2024-04-26,BTC-26APR24-35000-P,35000.000000,put,19.333333,117.660000,0.000300
2024-04-07,2024-04-26,BTC-26APR24-36000-P,36000.000000,put,19.333333,113.770000,0.000300
2024-04-07,2024-04-26,BTC-26APR24-37000-P,37000.000000,put,19.333333,112.630000,0.000400
2024-04-07,2024-04-26,BTC-26APR24-38000-P,38000.000000,put,19.333333,111.180000,0.000500
2024-04-07,2024-04-26,BTC-26APR24-39000-P,39000.000000,put,19.333333,109.730000,0.000500
2024-04-07,2024-04-26,BTC-26APR24-40000-P,40000.000000,put,19.333333,104.580000,0.000600
2024-04-07,2024-04-26,BTC-26APR24-41000-P,41000.000000,put,19.333333,101.430000,0.000600
2024-04-07,2024-04-26,BTC-26APR24-42000-P,42000.000000,put,19.333333,102.900000,0.000900
2024-04-07,2024-04-26,BTC-26APR24-43000-P,43000.000000,put,19.333333,95.780000,0.000900
2024-04-07,2024-04-26,BTC-26APR24-45000-P,45000.000000,put,19.333333,92.720000,0.001100
2024-04-07,2024-04-26,BTC-26APR24-47000-P,47000.000000,put,19.333333,90.470000,0.001700
2024-04-07,2024-04-26,BTC-26APR24-48000-P,48000.000000,put,19.333333,88.050000,0.001800
2024-04-07,2024-04-26,BTC-26APR24-49000-P,49000.000000,put,19.333333,84.710000,0.002000
2024-04-07,2024-04-26,BTC-26APR24-50000-P,50000.000000,put,19.333333,83.640000,0.002600
2024-04-07,2024-04-26,BTC-26APR24-51000-P,51000.000000,put,19.333333,83.860000,0.003200
2024-04-07,2024-04-26,BTC-26APR24-52000-C,52000.000000,call,19.333333,85.740000,0.268000
2024-04-07,2024-04-26,BTC-26APR24-52000-P,52000.000000,put,19.333333,81.500000,0.003600
2024-04-07,2024-04-26,BTC-26APR24-54000-P,54000.000000,put,19.333333,81.440000,0.005500
2024-04-07,2024-04-26,BTC-26APR24-55000-P,55000.000000,put,19.333333,79.880000,0.006000
2024-04-07,2024-04-26,BTC-26APR24-56000-P,56000.000000,put,19.333333,78.860000,0.007500
2024-04-07,2024-04-26,BTC-26APR24-57000-P,57000.000000,put,19.333333,75.440000,0.008500
2024-04-07,2024-04-26,BTC-26APR24-58000-C,58000.000000,call,19.333333,76.860000,0.179500
2024-04-07,2024-04-26,BTC-26APR24-58000-P,58000.000000,put,19.333333,78.320000,0.010500
2024-04-07,2024-04-26,BTC-26APR24-59000-C,59000.000000,call,19.333333,74.620000,0.171000
2024-04-07,2024-04-26,BTC-26APR24-59000-P,59000.000000,put,19.333333,73.040000,0.012000
2024-04-07,2024-04-26,BTC-26APR24-60000-C,60000.000000,call,19.333333,75.530000,0.155500
2024-04-07,2024-04-26,BTC-26APR24-60000-P,60000.000000,put,19.333333,75.490000,0.013500
2024-04-07,2024-04-26,BTC-26APR24-61000-C,61000.000000,call,19.333333,75.770000,0.157000
2024-04-07,2024-04-26,BTC-26APR24-61000-P,61000.000000,put,19.333333,72.960000,0.017500
2024-04-07,2024-04-26,BTC-26APR24-62000-C,62000.000000,call,19.333333,72.880000,0.135000
2024-04-07,2024-04-26,BTC-26APR24-62000-P,62000.000000,put,19.333333,75.760000,0.021500
2024-04-07,2024-04-26,BTC-26APR24-63000-C,63000.000000,call,19.333333,70.950000,0.124500
2024-04-07,2024-04-26,BTC-26APR24-63000-P,63000.000000,put,19.333333,74.510000,0.022500
2024-04-07,2024-04-26,BTC-26APR24-64000-C,64000.000000,call,19.333333,73.710000,0.118500
2024-04-07,2024-04-26,BTC-26APR24-64000-P,64000.000000,put,19.333333,70.110000,0.026600
2024-04-07,2024-04-26,BTC-26APR24-65000-C,65000.000000,call,19.333333,69.720000,0.099000
2024-04-07,2024-04-26,BTC-26APR24-65000-P,65000.000000,put,19.333333,70.260000,0.032000
2024-04-07,2024-04-26,BTC-26APR24-66000-C,66000.000000,call,19.333333,70.330000,0.094000
2024-04-07,2024-04-26,BTC-26APR24-66000-P,66000.000000,put,19.333333,73.880000,0.036500
2024-04-07,2024-04-26,BTC-26APR24-67000-C,67000.000000,call,19.333333,74.180000,0.094700
2024-04-07,2024-04-26,BTC-26APR24-67000-P,67000.000000,put,19.333333,74.670000,0.042000
2024-04-07,2024-04-26,BTC-26APR24-68000-C,68000.000000,call,19.333333,70.700000,0.079000
2024-04-07,2024-04-26,BTC-26APR24-68000-P,68000.000000,put,19.333333,74.350000,0.049500
2024-04-07,2024-04-26,BTC-26APR24-69000-C,69000.000000,call,19.333333,70.620000,0.070500
2024-04-07,2024-04-26,BTC-26APR24-69000-P,69000.000000,put,19.333333,72.210000,0.057000
2024-04-07,2024-04-26,BTC-26APR24-70000-C,70000.000000,call,19.333333,74.650000,0.069000
2024-04-07,2024-04-26,BTC-26APR24-70000-P,70000.000000,put,19.333333,74.400000,0.060000
2024-04-07,2024-04-26,BTC-26APR24-71000-C,71000.000000,call,19.333333,71.740000,0.059000
2024-04-07,2024-04-26,BTC-26APR24-72000-C,72000.000000,call,19.333333,73.250000,0.057000
2024-04-07,2024-04-26,BTC-26APR24-72000-P,72000.000000,put,19.333333,75.910000,0.086500
2024-04-07,2024-04-26,BTC-26APR24-73000-C,73000.000000,call,19.333333,75.650000,0.053500
2024-04-07,2024-04-26,BTC-26APR24-74000-C,74000.000000,call,19.333333,76.220000,0.048000
2024-04-07,2024-04-26,BTC-26APR24-75000-C,75000.000000,call,19.333333,75.680000,0.045000
2024-04-07,2024-04-26,BTC-26APR24-75000-P,75000.000000,put,19.333333,76.540000,0.108000
2024-04-07,2024-04-26,BTC-26APR24-76000-C,76000.000000,call,19.333333,77.680000,0.038000
2024-04-07,2024-04-26,BTC-26APR24-77000-C,77000.000000,call,19.333333,77.150000,0.034500
2024-04-07,2024-04-26,BTC-26APR24-78000-C,78000.000000,call,19.333333,77.380000,0.031000
2024-04-07,2024-04-26,BTC-26APR24-79000-C,79000.000000,call,19.333333,77.690000,0.027500
2024-04-07,2024-04-26,BTC-26APR24-80000-C,80000.000000,call,19.333333,79.570000,0.025500
2024-04-07,2024-04-26,BTC-26APR24-82000-C,82000.000000,call,19.333333,80.860000,0.021000
2024-04-07,2024-04-26,BTC-26APR24-84000-C,84000.000000,call,19.333333,75.910000,0.014000
2024-04-07,2024-04-26,BTC-26APR24-85000-C,85000.000000,call,19.333333,81.310000,0.016000
2024-04-07,2024-04-26,BTC-26APR24-86000-C,86000.000000,call,19.333333,76.420000,0.011000
2024-04-07,2024-04-26,BTC-26APR24-88000-C,88000.000000,call,19.333333,82.480000,0.011000
2024-04-07,2024-04-26,BTC-26APR24-90000-C,90000.000000,call,19.333333,84.610000,0.009500
2024-04-07,2024-04-26,BTC-26APR24-94000-C,94000.000000,call,19.333333,79.150000,0.004700
2024-04-07,2024-04-26,BTC-26APR24-95000-C,95000.000000,call,19.333333,81.380000,0.004500
2024-04-07,2024-04-26,BTC-26APR24-100000-C,100000.000000,call,19.333333,91.560000,0.004200
2024-04-07,2024-04-26,BTC-26APR24-105000-C,105000.000000,call,19.333333,93.600000,0.003000
2024-04-07,2024-04-26,BTC-26APR24-120000-C,120000.000000,call,19.333333,105.090000,0.001200
2024-04-07,2024-04-26,BTC-26APR24-140000-C,140000.000000,call,19.333333,114.710000,0.000400
2024-04-06,2024-04-26,BTC-26APR24-15000-P,15000.000000,put,20.333333,219.210000,0.000100
2024-04-06,2024-04-26,BTC-26APR24-25000-P,25000.000000,put,20.333333,147.100000,0.000100
2024-04-06,2024-04-26,BTC-26APR24-30000-P,30000.000000,put,20.333333,121.840000,0.000100
2024-04-06,2024-04-26,BTC-26APR24-32000-P,32000.000000,put,20.333333,125.090000,0.000300
2024-04-06,2024-04-26,BTC-26APR24-34000-P,34000.000000,put,20.333333,111.640000,0.000200
2024-04-06,2024-04-26,BTC-26APR24-35000-P,35000.000000,put,20.333333,114.670000,0.000400
2024-04-06,2024-04-26,BTC-26APR24-36000-P,36000.000000,put,20.333333,113.530000,0.000500
2024-04-06,2024-04-26,BTC-26APR24-37000-P,37000.000000,put,20.333333,108.680000,0.000500
2024-04-06,2024-04-26,BTC-26APR24-38000-P,38000.000000,put,20.333333,106.810000,0.000600
2024-04-06,2024-04-26,BTC-26APR24-39000-P,39000.000000,put,20.333333,104.590000,0.000700
2024-04-06,2024-04-26,BTC-26APR24-40000-P,40000.000000,put,20.333333,102.030000,0.000800
2024-04-06,2024-04-26,BTC-26APR24-41000-P,41000.000000,put,20.333333,97.470000,0.000700
2024-04-06,2024-04-26,BTC-26APR24-42000-P,42000.000000,put,20.333333,97.600000,0.001000
2024-04-06,2024-04-26,BTC-26APR24-43000-P,43000.000000,put,20.333333,94.330000,0.001000
2024-04-06,2024-04-26,BTC-26APR24-44000-P,44000.000000,put,20.333333,92.720000,0.001400
2024-04-06,2024-04-26,BTC-26APR24-46000-P,46000.000000,put,20.333333,87.960000,0.001700
2024-04-06,2024-04-26,BTC-26APR24-47000-P,47000.000000,put,20.333333,85.900000,0.002000
2024-04-06,2024-04-26,BTC-26APR24-48000-P,48000.000000,put,20.333333,84.200000,0.002300
2024-04-06,2024-04-26,BTC-26APR24-49000-P,49000.000000,put,20.333333,80.430000,0.002400
2024-04-06,2024-04-26,BTC-26APR24-50000-P,50000.000000,put,20.333333,81.150000,0.003100
2024-04-06,2024-04-26,BTC-26APR24-51000-P,51000.000000,put,20.333333,82.160000,0.003000
2024-04-06,2024-04-26,BTC-26APR24-52000-P,52000.000000,put,20.333333,77.080000,0.003900
2024-04-06,2024-04-26,BTC-26APR24-53000-P,53000.000000,put,20.333333,77.390000,0.005500
2024-04-06,2024-04-26,BTC-26APR24-54000-P,54000.000000,put,20.333333,74.130000,0.006000
2024-04-06,2024-04-26,BTC-26APR24-55000-P,55000.000000,put,20.333333,75.050000,0.007000
2024-04-06,2024-04-26,BTC-26APR24-56000-P,56000.000000,put,20.333333,76.000000,0.007500
2024-04-06,2024-04-26,BTC-26APR24-57000-P,57000.000000,put,20.333333,73.560000,0.009500
2024-04-06,2024-04-26,BTC-26APR24-58000-P,58000.000000,put,20.333333,71.440000,0.012500
2024-04-06,2024-04-26,BTC-26APR24-59000-C,59000.000000,call,20.333333,72.670000,0.158000
2024-04-06,2024-04-26,BTC-26APR24-59000-P,59000.000000,put,20.333333,70.850000,0.016000
2024-04-06,2024-04-26,BTC-26APR24-60000-P,60000.000000,put,20.333333,70.980000,0.018000
2024-04-06,2024-04-26,BTC-26APR24-61000-C,61000.000000,call,20.333333,70.240000,0.131000
2024-04-06,2024-04-26,BTC-26APR24-61000-P,61000.000000,put,20.333333,69.980000,0.021000
2024-04-06,2024-04-26,BTC-26APR24-62000-C,62000.000000,call,20.333333,70.160000,0.123500
2024-04-06,2024-04-26,BTC-26APR24-62000-P,62000.000000,put,20.333333,68.350000,0.024000
2024-04-06,2024-04-26,BTC-26APR24-63000-P,63000.000000,put,20.333333,68.770000,0.030500
2024-04-06,2024-04-26,BTC-26APR24-64000-C,64000.000000,call,20.333333,69.370000,0.102500
2024-04-06,2024-04-26,BTC-26APR24-64000-P,64000.000000,put,20.333333,68.170000,0.033000
2024-04-06,2024-04-26,BTC-26APR24-65000-C,65000.000000,call,20.333333,69.070000,0.098500
2024-04-06,2024-04-26,BTC-26APR24-65000-P,65000.000000,put,20.333333,68.370000,0.039500
2024-04-06,2024-04-26,BTC-26APR24-66000-C,66000.000000,call,20.333333,68.890000,0.085000
2024-04-06,2024-04-26,BTC-26APR24-66000-P,66000.000000,put,20.333333,68.560000,0.047500
2024-04-06,2024-04-26,BTC-26APR24-67000-C,67000.000000,call,20.333333,68.840000,0.076500
2024-04-06,2024-04-26,BTC-26APR24-67000-P,67000.000000,put,20.333333,68.980000,0.054000
2024-04-06,2024-04-26,BTC-26APR24-68000-C,68000.000000,call,20.333333,68.560000,0.068500
2024-04-06,2024-04-26,BTC-26APR24-68000-P,68000.000000,put,20.333333,67.850000,0.060000
2024-04-06,2024-04-26,BTC-26APR24-69000-C,69000.000000,call,20.333333,68.860000,0.062500
2024-04-06,2024-04-26,BTC-26APR24-69000-P,69000.000000,put,20.333333,68.820000,0.069000
2024-04-06,2024-04-26,BTC-26APR24-70000-C,70000.000000,call,20.333333,68.840000,0.055500
2024-04-06,2024-04-26,BTC-26APR24-70000-P,70000.000000,put,20.333333,68.760000,0.077000
2024-04-06,2024-04-26,BTC-26APR24-71000-C,71000.000000,call,20.333333,69.220000,0.048500
2024-04-06,2024-04-26,BTC-26APR24-71000-P,71000.000000,put,20.333333,68.300000,0.086500
2024-04-06,2024-04-26,BTC-26APR24-72000-C,72000.000000,call,20.333333,69.150000,0.043000
2024-04-06,2024-04-26,BTC-26APR24-72000-P,72000.000000,put,20.333333,67.910000,0.095000
2024-04-06,2024-04-26,BTC-26APR24-73000-C,73000.000000,call,20.333333,68.220000,0.039000
2024-04-06,2024-04-26,BTC-26APR24-74000-C,74000.000000,call,20.333333,69.090000,0.035500
2024-04-06,2024-04-26,BTC-26APR24-75000-C,75000.000000,call,20.333333,70.040000,0.030000
2024-04-06,2024-04-26,BTC-26APR24-76000-C,76000.000000,call,20.333333,69.050000,0.028000
2024-04-06,2024-04-26,BTC-26APR24-77000-C,77000.000000,call,20.333333,69.620000,0.024500
2024-04-06,2024-04-26,BTC-26APR24-78000-C,78000.000000,call,20.333333,70.320000,0.022000
2024-04-06,2024-04-26,BTC-26APR24-79000-C,79000.000000,call,20.333333,71.260000,0.021000
2024-04-06,2024-04-26,BTC-26APR24-80000-C,80000.000000,call,20.333333,72.000000,0.018000
2024-04-06,2024-04-26,BTC-26APR24-82000-C,82000.000000,call,20.333333,72.500000,0.014500
2024-04-06,2024-04-26,BTC-26APR24-84000-C,84000.000000,call,20.333333,73.290000,0.011500
2024-04-06,2024-04-26,BTC-26APR24-85000-C,85000.000000,call,20.333333,72.800000,0.009500
2024-04-06,2024-04-26,BTC-26APR24-86000-C,86000.000000,call,20.333333,74.940000,0.009500
2024-04-06,2024-04-26,BTC-26APR24-88000-C,88000.000000,call,20.333333,75.750000,0.007000
2024-04-06,2024-04-26,BTC-26APR24-90000-C,90000.000000,call,20.333333,76.490000,0.005500
2024-04-06,2024-04-26,BTC-26APR24-94000-C,94000.000000,call,20.333333,78.970000,0.004000
2024-04-06,2024-04-26,BTC-26APR24-100000-C,100000.000000,call,20.333333,82.080000,0.002200
2024-04-06,2024-04-26,BTC-26APR24-105000-C,105000.000000,call,20.333333,88.410000,0.001900
2024-04-06,2024-04-26,BTC-26APR24-140000-C,140000.000000,call,20.333333,105.590000,0.000200
2024-04-05,2024-04-26,BTC-26APR24-25000-P,25000.000000,put,21.333333,144.690000,0.000100
2024-04-05,2024-04-26,BTC-26APR24-34000-P,34000.000000,put,21.333333,113.660000,0.000400
2024-04-05,2024-04-26,BTC-26APR24-35000-P,35000.000000,put,21.333333,113.320000,0.000400
2024-04-05,2024-04-26,BTC-26APR24-36000-P,36000.000000,put,21.333333,109.460000,0.000400
2024-04-05,2024-04-26,BTC-26APR24-38000-P,38000.000000,put,21.333333,102.300000,0.000500
2024-04-05,2024-04-26,BTC-26APR24-39000-P,39000.000000,put,21.333333,103.350000,0.000900
2024-04-05,2024-04-26,BTC-26APR24-40000-P,40000.000000,put,21.333333,98.580000,0.000900
2024-04-05,2024-04-26,BTC-26APR24-41000-P,41000.000000,put,21.333333,95.350000,0.000900
2024-04-05,2024-04-26,BTC-26APR24-42000-P,42000.000000,put,21.333333,95.930000,0.001100
2024-04-05,2024-04-26,BTC-26APR24-43000-P,43000.000000,put,21.333333,91.770000,0.001100
2024-04-05,2024-04-26,BTC-26APR24-44000-P,44000.000000,put,21.333333,91.630000,0.001800
2024-04-05,2024-04-26,BTC-26APR24-45000-C,45000.000000,call,21.333333,0.000000,0.332000
2024-04-05,2024-04-26,BTC-26APR24-45000-P,45000.000000,put,21.333333,91.920000,0.001800
2024-04-05,2024-04-26,BTC-26APR24-46000-P,46000.000000,put,21.333333,87.930000,0.002200
2024-04-05,2024-04-26,BTC-26APR24-47000-P,47000.000000,put,21.333333,86.400000,0.002300
2024-04-05,2024-04-26,BTC-26APR24-48000-P,48000.000000,put,21.333333,85.500000,0.003400
2024-04-05,2024-04-26,BTC-26APR24-49000-P,49000.000000,put,21.333333,85.040000,0.004400
2024-04-05,2024-04-26,BTC-26APR24-50000-P,50000.000000,put,21.333333,82.010000,0.004700
2024-04-05,2024-04-26,BTC-26APR24-51000-P,51000.000000,put,21.333333,78.930000,0.005500
2024-04-05,2024-04-26,BTC-26APR24-52000-P,52000.000000,put,21.333333,79.950000,0.005500
2024-04-05,2024-04-26,BTC-26APR24-53000-P,53000.000000,put,21.333333,76.770000,0.006500
2024-04-05,2024-04-26,BTC-26APR24-54000-C,54000.000000,call,21.333333,75.890000,0.213500
2024-04-05,2024-04-26,BTC-26APR24-54000-P,54000.000000,put,21.333333,76.070000,0.008000
2024-04-05,2024-04-26,BTC-26APR24-55000-C,55000.000000,call,21.333333,75.490000,0.200500
2024-04-05,2024-04-26,BTC-26APR24-55000-P,55000.000000,put,21.333333,75.900000,0.010500
2024-04-05,2024-04-26,BTC-26APR24-56000-C,56000.000000,call,21.333333,73.320000,0.187500
2024-04-05,2024-04-26,BTC-26APR24-56000-P,56000.000000,put,21.333333,75.400000,0.014000
