date,tenor_bucket,a,b,rho,m,sigma,error,quotes
2024-06-25 00:00:00+00:00,365d,0.3656004321483131,0.11208309273361071,-0.0671428693387957,-0.29801710251301733,0.0869530940414876,0.00010622040608696764,22.0
2024-06-26 00:00:00+00:00,365d,0.3656004321483131,0.11208309273361071,-0.0671428693387957,-0.29801710251301733,0.0869530940414876,0.00010622040608696764,22.0
2024-06-27 00:00:00+00:00,365d,0.3656004321483131,0.11208309273361071,-0.0671428693387957,-0.29801710251301733,0.0869530940414876,0.00010622040608696764,22.0
2024-06-28 00:00:00+00:00,365d,0.31465483183147985,0.2802881447406414,-0.575668141705569,-0.5787739148100479,0.2933475070953435,4.474636486923239e-05,19.0
2024-06-29 00:00:00+00:00,365d,0.31465483183147985,0.2802881447406414,-0.575668141705569,-0.5787739148100479,0.2933475070953435,4.474636486923239e-05,19.0
2024-06-30 00:00:00+00:00,365d,0.35991105877123647,0.0794197172526961,0.10602327429875692,-0.4775874992000216,0.06523945387410875,6.047997962752998e-05,12.0
2024-07-01 00:00:00+00:00,365d,0.3203883293689791,0.0836065561698352,0.46918501257752165,-0.19653000340148524,0.7298446507207278,2.244082138328277e-05,19.0
2024-07-02 00:00:00+00:00,365d,0.3300848751542881,0.08689921081096946,0.20546321355514202,-0.37259471389781285,0.37329447516448533,3.7417719813313485e-05,14.0
2024-07-03 00:00:00+00:00,365d,0.32406598960524347,0.09046893370978137,0.23837820777692026,-0.1672552985737644,0.27763311994889456,4.372048356045165e-05,22.0
2024-07-04 00:00:00+00:00,365d,0.1849080472216782,0.160723211088688,0.5955436053170603,0.5635008005756443,1.4023374506835902,2.6258343062048104e-05,22.0
2024-07-05 00:00:00+00:00,365d,0.3124609845662521,0.09831347820337089,0.3457843113222192,-0.09834516639339765,0.7061394783445941,6.52610348095888e-05,27.0
2024-07-06 00:00:00+00:00,365d,0.3515148319948155,0.12256671499351934,-0.22862314528615274,-0.23593384859479374,0.11341941348705682,4.932722256407466e-05,13.0
2024-07-07 00:00:00+00:00,365d,0.3507312451592736,0.07698518981205263,0.24465338756555308,-0.37618716426480525,0.32223613303812804,7.63242436437559e-06,13.0
2024-07-08 00:00:00+00:00,365d,0.35111940457282925,0.07020003277032037,0.7433091044311859,-0.02565115155748418,0.693248496178523,5.643994428057331e-05,21.0
2024-07-09 00:00:00+00:00,365d,0.042710442413908985,0.15964263339299703,0.08689654989471547,-0.7193900502834919,1.9852442265642662,2.6755317529720505e-05,16.0
2024-07-10 00:00:00+00:00,365d,0.21270523511666284,0.12380739310407696,0.20271124959564155,-0.24159328216413908,1.2797037066321957,3.5263176157359374e-05,17.0
2024-07-11 00:00:00+00:00,365d,0.09738763741306888,0.189395708645585,0.5264513208245628,0.6157979320466132,1.7217332426600218,1.5793131987394043e-05,13.0
2024-07-12 00:00:00+00:00,365d,0.3038879562344034,0.07547950859008723,0.529244801189841,-0.04926403414798591,1.0383765946022592,3.4132475203572054e-05,16.0
2024-07-13 00:00:00+00:00,365d,0.3038879562344034,0.07547950859008723,0.529244801189841,-0.04926403414798591,1.0383765946022592,3.4132475203572054e-05,16.0
2024-07-14 00:00:00+00:00,365d,0.3436463955638648,0.07550268346473415,0.02721762420947465,-0.3804135174660182,0.06343968532530452,2.393563521516994e-05,18.0
